name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
Information Message,1151,https://apps.zid.sa/en/application/1151,https://media.zid.store/apps/a9028ea9-4e84-4abb-a403-eea1425c9ce9.png,Saudi Arabia,Marketing,Paid,"Show users an information message

Smartarget developed an app so you can communicate information to users in a visible way, yet not intrusive.

The Information Message will be shown to users on all pages, both on desktop and mobile, and will allow you to communicate with them relevant information that you believe is important for them to know and thus increase their confidence in you.



**Integration Steps**

**1.** Choose the right Plan for you

**2.** Activate the app from Zid Ap",Smartarget,erez@smartarget.online,https://smartarget.online/,,5,0,From SAR 34.50 / 1 Month
NeraChat WhatsApp Bot,1152,https://apps.zid.sa/en/application/1152,https://media.zid.store/apps/1f5436ff-0ce7-4c43-ae28-85589e4c9ff3.png,Saudi Arabia,Marketing,Paid; 40% discount,"NeraChat supports you in increasing your sales and profits by communicating with your customers in a professional manner using a bot that automatically sends notifications of orders and baskets left through the WhatsApp communication program.

The program allows you to automatically communicate with your customers, which contributes to saving your customers and reminding them of your actual presence to support them or remind them of the store and their abandoned baskets, which supports providi",Fahad Alharbi,support@nerachat.com,https://www.nerachat.com,,5,3,From SAR 67.85 / 1 Month
lightspeed x series intg,1160,https://apps.zid.sa/en/application/1160,https://media.zid.store/apps/e8be3d51-a333-4864-9fb7-8a0855cd7476.png,Saudi Arabia,Inventory management,Paid,"**Why we recommend using Reachware integration?**

It helps you optimize your business experience with timely fulfillment on all client movements and real-time order statuses, efficiently scale operations, and accurate product availability.It also saves you effort and time by automatically syncing customer, order, and inventory data, and integrates effortlessly with Reachware.

**Integration steps:**

**1.** Subscribe to the appropriate package for your business.

**2.** Agree to the per",Reachware,marketplace@reachware.com,https://x-series-support.lightspeedhq.com,,5,0,"From SAR 4,025.00 / Annually"
Daftra from fai,1190,https://apps.zid.sa/en/application/1190,https://media.zid.store/apps/49016bd5-8c73-4e15-92b4-82a363a5edd7.png,Saudi Arabia,Accounting,Free; Trial; 25% discount,"**Link your store with Daftra:**
Activate linking your online store with Daftra using the Fai Sync tool. 
With us you can automate data collection and automatically sync sales and inventory. By using Fai Sync, which specializes in connectivity, you will be able to facilitate and automate processes, eliminate manual errors, and save time and effort in processing and relaying processes so that you can focus on increasing your sales.

If you are subject to Phase 2 of electronic invoicing, feel ",Fai,hello@fai.sa,https://sync.fai.sa/ap/zid/app/8d681c2b-ddd4-4d89-83c8-57324557aae5/redirect/,,5,4,7 Day Free Trial
Yamm,1222,https://apps.zid.sa/en/application/1222,https://media.zid.store/apps/55471252-6431-4399-b6ba-a6875b063b86.png,Saudi Arabia,Operations,Free; Trial; 40% discount,"Yamm Platform basically works to provide an instant refund on our customer's e-commerce purchases and improves key performance indicators like customer confidence and loyalty for the merchant. 

**Yamm Features** 
* Drive faster repurchases and higher AOV.
* Automate your refund flow and reduce refund-related support tickets.
* Refund customers in seconds without disrupting your workflow or cash flow.
* Ship with our negotiated rates or bring your shipping provider.

**Activation steps**",Yamm,info@yamm.sa,https://yamm.sa,,5,8,7 Day Free Trial
Codemap,1237,https://apps.zid.sa/en/application/1237,https://media.zid.store/apps/cdb41453-c175-4f7d-982a-d486e4a2da78.png,Saudi Arabia,Marketing,Free,"The Codemap platform is the first platform specialized in commission marketing, which helps you to spread and expand in your field and reach more customers, because it works with the coupon system to increase sales and attract your customers for free without charge and you will never pay except for confirmed and real sales and for the percentage that you specify.


**Our Services**

**-** **Affiliate marketing for your offers**

Affiliate marketing through coupons is an effective way to a",MicroBand,cm@codemap.me,https://codemap.me,,5,2,Free App
Zapier,1239,https://apps.zid.sa/en/application/1239,https://media.zid.store/apps/52a07080-40da-4e3a-a128-5485f6d73697.png,Saudi Arabia,Operations,Free,"A service that enables you to integrate and link all your applications with each other to control all applications from only one place and manage your business with great efficiency


**Service is available for Professional and Enterprise packages only**



**Integration Steps**

**1.** Create an account in Zapier 

**2.** Go to My Apps

**3.** Choose Zid in the Search field 

**4.** write your Manager Token and Store Id

**-** **Note:**

  You can get the Manager Token and St",Zid App Market,appmarket@zid.sa,https://zapier.com/apps/zid/integrations,,5,0,Free App
Noti money,1292,https://apps.zid.sa/en/application/1292,https://media.zid.store/apps/e28d88fe-4c87-433b-b5eb-198268ca84b0.png,Saudi Arabia,Marketing,Paid,"Increase the sales rate of your store through Noti Money and provide your customers with the latest offers offered. You can interact with visitors easily with Noti Money offers

**Among the most important features of Noti Money:**

**-** **Increase the percentage of sales**

Through the Noti Money program, you will be able to convert visitors into customers through many ways to interact with the visitor and encourage him to buy

**-**  **Comprehensive control panel**

A panel with comp",Noti money,Support@notimoney.com,https://www.notimoney.com/,,5,12,From SAR 79.01 / 1 Month
Odoo Connector.,1331,https://apps.zid.sa/en/application/1331,https://media.zid.store/apps/423009e6-0d5a-4eda-a25e-dd66ce6f6a48.jpg,Saudi Arabia,Accounting,Paid,"Odoo is an open-source Enterprise Resource Planning (ERP) system that provides integrated solutions for business management, including modules such as sales, purchases, inventory, accounting, electronic management, and more.

It is easy to link Odoo with your online store on Zid platform, where Odoo can receive orders submitted from the e-commerce store and handle them automatically.

When Odoo is linked with your online store, orders are automatically transferred to the sales, finance, and ",Odoo Connector,Support@plustech-it.com,https://plustech-it.com,,5,1,From SAR 920.00 / Annually
mazeed Accounting,1347,https://apps.zid.sa/en/application/1347,https://media.zid.store/apps/a0274885-eeed-4106-a19e-119f67b968fc.png,Saudi Arabia,Accounting,Free; Trial,"mazeed is a smart accounting software, fully integrated with ZATCA e-Invoicing Phase 2, with on-demand accounting and tax services all in one platform.

**mazeed Services for Your Online Store: 
**
* E-invoicing Phase 2 
* Accounting & Bookkeeping 
* 100% Tax Compliance 
* Invoice Management 
* Inventory Management 
* POS Management 
* Financial Analysis 
* Expense Tracking 
* Automated Bank Reconciliation 
* Sales & Purchases Management 
* Profit & Loss Statement 

 

**Why ma",mazeed,hello@mazeed.com,https://mazeed.com/,,5,1,90 Day Free Trial
sahelbooks,1427,https://apps.zid.sa/en/application/1427,https://media.zid.store/apps/e3983991-e972-4831-b363-409897e43b7f.png,Saudi Arabia,Accounting,Free; Trial,"**Simplified Accounting Software Designed for You ###### **


**Our Services**

**-** **Manage transactions**

You don't need to be an expert to manage your transactions, SahelBooks designed for small and micro businesses by an advanced UI designed for you.



**-** **Instant Reporting**

Check your financial position by customized and filtered reports with income statement and balance sheet report.


**-** **Track your inventory**

Track your inventory and update your quantity",SahelBooks,support@sahelbooks.com,https://www.sahelbooks.com,,5,0,14 Day Free Trial
Quantum Engine,1431,https://apps.zid.sa/en/application/1431,https://media.zid.store/apps/b4ca4539-42fb-45d6-a31d-2fc63ec88753.png,Saudi Arabia,Marketing,Free; Trial,"Do you want to expand your store, attract more visitors and increase sales, becoming the top choice for customers? Our Quantum solution empowers you to not only keep up with but also surpass the rapid changes in the market. Perfect for ambitious store owners looking to establish a formidable brand in the competitive e-commerce landscape.

Moreover, we carefully monitor the customer journey to ensure accurate conversion and avoid conflicting results with other campaigns.

Once you engage with",Quantum Platform,support@quantums.sa,https://quantums.com.sa,,5,0,14 Day Free Trial
Selluseller,1433,https://apps.zid.sa/en/application/1433,https://media.zid.store/apps/0ee1667e-1235-4e34-979e-e0640c4f3eac.png,Saudi Arabia,Shipping & Fulfilment,Paid,"The Anchanto OM- Zid connector enables merchants to connect only Zid with Anchanto OM system and use the integration for managing orders, inventory, products, catalogues, and product prices.
Zid integration with Anchanto OM supports below features:

**Flow from Zid to Anchanto OM:**

• Historic & new Product Fetch
• Historic & new Order Fetch
• Fetching shipping label, tracking number

**Flow from Anchanto OM to Zid:**

• List and update products from Anchanto OM to Zid
• Manage and ",Anchanto Pte Ltd,integrations@anchanto.com,https://app.selluseller.com/login,,5,0,From SAR 86.25 / 1 Month
Emkan - Pay Later,1447,https://apps.zid.sa/en/application/1447,https://media.zid.store/apps/822ae202-7fea-4f55-9108-fb5a773e3b62.png,Saudi Arabia,Payments,Free,"<script>
window.location.replace(""https://web.zid.sa/market/integrations/emkan-pay"")
</script>Emkan, a subsidiary of Al Rajhi Bank, offers the Sharia-compliant ""Pay Later"" service, which provides a higher number of installments, increasing your sales by up to 25% compared to other service providers. This is achieved by allowing your customers to split their purchases into 5 equal installments at cash price, enhancing their purchasing power and increasing their cart value effortlessly!
Boost you",Zid,customercare@emkanfinance.com.sa,https://www.emkanfinance.com.sa/ar,,5,0,Free App
Taager,1449,https://apps.zid.sa/en/application/1449,https://media.zid.store/apps/b5df07a9-23ca-44ca-a847-e56dee410ea6.png,Saudi Arabia,Finding Products,Paid,"✨ Get to know the Taager App

Do you want to start your e-commerce business and make profits? Taager App gives you the opportunity to start your business from home without the need to buy products, store them, handle shipping, or manage customer service. The app provides all these services for you.

**✨ What does the app offer you?**

**-** The app allows you to connect your store to your Taager account to facilitate the process of importing products and automatically recording orders quic",Taager,support@taager.com,https://taager.com/home,,4,7,From SAR 155.00 / 1 Month
Popup Forms,1465,https://apps.zid.sa/en/application/1465,https://media.zid.store/apps/c40118ad-c724-4545-9655-6a7262857465.png,Saudi Arabia,Marketing,Paid,"You spend a lot of time and money to bring customers to your website, you better want to have their email in order to make sure they will get your newsletter in the future. Using Popup Forms by Smartarget will help you to collect emails of customers by showing a popup when they visit your website.

You don’t need to have any coding skills or help from developers to configure your Popup Forms and show it on your website. It takes only a few minutes to create the popup of your dreams.

Popup F",Smartarget,support@smartarget.online,https://smartarget.online/,,5,0,From SAR 34.50 / 1 Month
Go By Whatsloop,1480,https://apps.zid.sa/en/application/1480,https://media.zid.store/apps/45f79dfa-c60e-47e5-93a6-78cea68e9975.png,Saudi Arabia,Customer Support,Paid,"Communicate with your customers in an innovative way by linking your Zid Store to WhatsApp, the most used chatting program in the world


Here are some features that will make you communicate with more than a billion users faster and easier:

**-** Interactive notifications directly to your client WhatsApp number in all stages (New registration, New order, Order in Review, delivery in progress, delivered, etc).
**-** It works 24 hours non-stop.
**-** Answers inquiries quickly and accurate",Whatsloop,sales@whatsloop.net,https://go-wloop.net,,5,4,From SAR 69.00 / 1 Month
UPP Rewards,1533,https://apps.zid.sa/en/application/1533,https://media.zid.store/apps/4d17525a-4709-427b-97ac-fa9ce679096d.png,Saudi Arabia,Marketing,Free; Trial,"Application overview
UPP is a cost-effective web-based rewards solution with pre-built features that can be fully customized to the needs of your brand and launched in no time; brought to you by Related; the award-winning loyalty experts who strive to empower small businesses in the region.

Forget redirects and seperate windows! This e-commerce reward solution is a simple widget on the side of your screen giving your customers instant access to their reward program. Our plugin incentivizes r",UPP Rewards,support@upprewards.com,https://related.me/upp/,,5,1,30 Day Free Trial
KeyTimeZid,1534,https://apps.zid.sa/en/application/1534,https://media.zid.store/apps/5f851585-ec81-429d-bbb0-025a80cc925c.png,Saudi Arabia,Customer Support,Free; Trial,"This system provides a comprehensive and efficient solution for communicating with customers via WhatsApp messages, helping you monitor completed orders and abandoned carts in an organized and consistent manner. Through this service, you can encourage customers to complete their purchases and strengthen your communication with them in an easy and fast way.

Upon first installing the application, the login credentials to the system are displayed immediately, allowing you to get started quickly.",Key Time,support@keytime.sa,https://zid.kt-crm.online/home,,5,0,14 Day Free Trial
AdWhats,1568,https://apps.zid.sa/en/application/1568,https://media.zid.store/apps/33d3d3ab-1fc5-47cd-941c-833e90f2f678.png,Saudi Arabia,Marketing,Paid,"Adwhats is a platform specialized in bulk messages management smoothly.
By this tool you can easily import your store customers in one step.
Abandoned cart dara can be imported too for easier way to re-target your customers.
Chat bot is a smart tool which can be used to automatically reply to your customers and update them with their order status.

**Services**

**-** Multiple WhatsApp accounts

**-** Contact management

**-** File management and multimedia

**-** Private chat

**",Microband,support@adwhats.net,https://adwhats.net,,5,1,From SAR 90.85 / 1 Month
ReturnPlus,1587,https://apps.zid.sa/en/application/1587,https://media.zid.store/apps/de9f6746-4528-4e8e-8e2e-9ce177804efc.png,Saudi Arabia,Operations,Free; Trial; 20% discount,"A versatile tool designed to simplify the returns management process

🖥️ User-Friendly Interface: The plugin offers a user-friendly interface that simplifies the return process for customers. It provides a clear and intuitive return request form, guiding customers through the necessary steps to initiate a return.

.
✅ Automated Return Authorization: Upon receiving a return request, the plugin automatically verifies the eligibility of the return based on predefined rules set by the merchant.",NIT APPS,apps@nit.sa,https://r.nit.sa,,4,17,14 Day Free Trial
Saudi Hajer Logistics Services Company,1641,https://apps.zid.sa/en/application/1641,https://media.zid.store/apps/39674bf4-54f9-43ed-9628-d3bae481ba8b.png,Saudi Arabia,Shipping & Fulfilment,Free,"Saudi Hajer Logistics Services provides delivery services of products and parcels to E-stores in all Saudi Arabia cities. Alhajer provides a lot of benefits, such as its suitability for varied sizes of stores in terms of prices and the capacity needed for excellent service, parcels, and shipments.",Majzoob Kamalaldin Omer,support@alhajerlogistics.com,https://alhajerlogistics.com,+966553820033,5,0,Free App
LaBaih,1703,https://apps.zid.sa/en/application/1703,https://media.zid.store/apps/5e45440b-bf0a-4e49-b23d-a7c02475484f.png,Saudi Arabia,Shipping & Fulfilment,Free,"LaBaih is an e-Commerce delivery support service company, offering definitive and technology-backed systems to the e-Commerce businesses across the GCC",Abdullah AlQahtani,info@mylabaih.com,https://mylabaih.com,+966920010645,5,0,Free App
Delex,1705,https://apps.zid.sa/en/application/1705,https://media.zid.store/apps/e3a31e60-5d67-40ef-83e3-0a983510c8f1.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Merchant-supported areas (Pick-up):
Across Saudi Arabia.

Supported cities for customers for shipping and delivery:
Across Saudi Arabia.

Contracting method:
By filling out the service request form on the official website or email or WhatsApp",Delex,info@delex.sa,https://delex.sa/,+966597257820,5,0,Free App
SIDEUP,1725,https://apps.zid.sa/en/application/1725,https://media.zid.store/apps/d152bf35-329b-416f-8654-7a2b271230ad.png,Saudi Arabia,Shipping & Fulfilment,Free,"One platform for technological solutions to start, grow, market and manage your e-commerce business. Managing all logistics from local and global shipping, to API integrations and a single dashboard for real-time metrics and shipment tracking.",SIDEUP.CO,partners.sa@sideup.co,https://sa.sideup.co,+966552379629,5,0,Free App
SPL Dark Store,1727,https://apps.zid.sa/en/application/1727,https://media.zid.store/apps/dafbfa8f-423a-4f6f-b681-8112ff01ef0d.png,Saudi Arabia,Shipping & Fulfilment,Free,"SPL provides premium Micro Fulfillment Services in more than 430+ stores and Kingdom wide delivery.
The service will allow our clients to use these dark stores to store their items and use our fast delivery services to deliver the stored items. Within Riyadh we deliver orders in 60-120 minutes from the closest dark store to their customers.",Packr,Darkstore@SPLonline.com.sa,https://spl.packr.me/darkstore,+966505212901,5,0,Free App
Smartarget Stories,1733,https://apps.zid.sa/en/application/1733,https://media.zid.store/apps/8ada1984-540d-4ee3-83a3-87c97706ce5c.png,Saudi Arabia,Marketing,Free; Trial,"Having stories on a website can help engage visitors and build a connection with the brand. They humanize the company and can communicate brand values, history and mission in a relatable and memorable way. Additionally, stories can increase time spent on the website.


**our services**

**-** Add photos

**-** Add videos

**-** Add sound, Music


**Our features**

**-** Easy control panel

**-** Works on all screens and mobile devices

**Integration Steps**

**1.** Choose the",Smartarget,support@smartarget.online,https://integration.smartarget.online/zid/stories,,5,0,14 Day Free Trial
ejad solution Logistics,1752,https://apps.zid.sa/en/application/1752,https://media.zid.store/apps/84ef4cf1-ea36-4bf6-bdb2-616967e0147b.png,Saudi Arabia,Shipping & Fulfilment,Free,"Third-party or logistic services providers are usually specialized in the services of integrated operation, storage, and transportation. Which could be customized to customer needs based on market conditions, such as ordering and delivery service requirements for their products and materials .",Logistics solutions company,m.ibrahim-it@ejadsolution.sa,https://www.ejadsolution.sa/,+966571841598,5,0,Free App
IQ Fulfillment,1803,https://apps.zid.sa/en/application/1803,https://media.zid.store/apps/ff1c8a42-6134-4606-845b-2665464bfd47.png,Saudi Arabia,Shipping & Fulfilment,Free,The intricate and complex process of fulfillment is a burden on any business. Our advanced intelligent robotic solutions and cutting-edge software platform ensure the most efficient and innovative revolutionary solutions for your business.,IQ Fulfillment,help@iqfulfillment.com,https://www.iqfulfillment.com/,+97148105000,5,0,Free App
SEND | Shipping only,1808,https://apps.zid.sa/en/application/1808,https://media.zid.store/apps/ee80dcc9-0a3d-489a-ab1c-dc2a0e5dc7b3.png,Saudi Arabia,Shipping & Fulfilment,Free,SEND provides shipping service for online stores,Awad ALkhaleel,info@send.com.sa,https://send.logestechs.com,+966576559698,5,0,Free App
DRB,1829,https://apps.zid.sa/en/application/1829,https://media.zid.store/apps/93232234-a2ec-4e95-a5c4-9bc3abfd99d4.png,Saudi Arabia,Shipping & Fulfilment,Free,A logistics services company that works through the latest technologies and smart methods to deliver and deliver parcels and shipments within cities in a period of time not exceeding 12 hours.,DRB,Fady@drbexp.com,https://drb.logestechs.com,+966550919091,5,0,Free App
Omniful Merchant,1855,https://apps.zid.sa/en/application/1855,https://media.zid.store/apps/85b5973a-d74a-492e-804d-f0e4731fc570.png,Saudi Arabia,Inventory management,,"We integrate with your system to facilitate for the merchants (that have accounts on both Omniful & Zid) to receive the orders from your platform and fulfill them through our picking & dispatching solution.

**We integrate with the following modules:**

**Catalog:**

**-** Read/write the list of items/products.

**-** Read/write the list of categories and attributes/options.

**Inventory:**

**-** Update items/products quantities.

**-** Update items availability (in stock & out of",Omniful Saudi for Information Technology,support@omniful.com,https://omniful.com/,,5,0,Usage Based Plan
Storage Station,1862,https://apps.zid.sa/en/application/1862,https://media.zid.store/apps/296480bb-8f91-40d7-884d-496b563c1629.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"E-Commerce Fulfilment in Saudi Arabia We provide e-Commerce Fulfilment Services to serve national and international e-Commerce stores, by providing storage, picking, packing, and last-mile delivery.",Storage Station,help@storagestation.net,https://storagestation.net,+966138892544,5,0,Free App
TikTok conversion API,1865,https://apps.zid.sa/en/application/1865,https://media.zid.store/apps/412770e0-212f-4466-b91d-a2ae6009802a.jpg,Saudi Arabia,Campaign tracking,Free,"**The application is available for Growth, Professional and Enterprise Plan only**

This App allows you to improve the accuracy of the readings of your ads by understanding the actions people take on your store such as adding an item to a shopping cart or making a purchase


**Requirements:**

  Activate the Snapchat Pixel app from [**here**](https://web.zid.sa/market/app/35)

**Integration Steps:**

**1.** In the TikTok Ads Manager, go to Assets > Events, and click Manage in the Web ",Zid App Market,appmarket@zid.sa,https://ads.tiktok.com/i18n/login,,5,0,Free App
One8 App,1894,https://apps.zid.sa/en/application/1894,https://media.zid.store/apps/6e7d554f-c1b6-4fe6-ac68-496b143e517c.png,Saudi Arabia,Shipping & Fulfilment,Free,"One8 provides a convenient and unique solution for shop owners: To avoid the problem of delaying the delivery of goods and shipments to their customers, One8 is an integrated platform that allows the stores to follow the status of the orders until it delivered within less than 2 hours.",OSLOOB IT,hi@one8-app.com,https://one8-app.com/,+966115205434,5,0,Free App
FODEL Shipping,1908,https://apps.zid.sa/en/application/1908,https://media.zid.store/apps/7c5e2f24-b2c5-4228-90e2-cfca5497aad2.png,Saudi Arabia,Shipping & Fulfilment,Free,Join the fastest-growing FODEL network of 2500 pick-up locations and add an additional revenue stream to your existing business.,FODEL,support@fodel.com,https://www.fodel.com,+966549999409,5,0,Free App
Blogs,1921,https://apps.zid.sa/en/application/1921,https://media.zid.store/apps/6ee13cb5-3251-4ff9-b8a3-4711f1306e85.jpg,Saudi Arabia,Marketing,Free; Trial,"The Blog Application is an application that allows merchants to create and manage their personal blogs on their own store. This application can be used to easily publish articles, images, and multimedia content. The Blog Application makes it easy for merchants to share their knowledge and experiences with the world and effectively communicate with their audience.


**the app is only support themes devoped by TechStation  or developed bu Zid** 



**Features** 

**-** Content Creation: T",TECHSTATION,info@tech-station.co,https://blog.tech-station.co,,5,0,7 Day Free Trial
Alnaqil Almahalli,1932,https://apps.zid.sa/en/application/1932,https://media.zid.store/apps/8f24fe66-e7f9-48b2-9ea7-84b64ca9a5fb.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Alnaqil Almahalli has set out to be a strategic partner that works with confidence and steady steps in transport and delivery (Last Mile) in the e-commerce sector within Riyadh, and to support and empower Saudi Arabia Vision 2030 in the development of the logistics sector",Alnaqil Almahalli company,info@alnaqil.sa,https://alnaqil.sa,+966590700745,5,0,Free App
kedan,1944,https://apps.zid.sa/en/application/1944,https://media.zid.store/apps/c88de2ab-2696-45d8-8597-77fa226420f3.png,Saudi Arabia,Shipping & Fulfilment,Free,"A Saudi company aspires to reach its strategic partner with guarantee and safety to the customer
We work side by side with online stores logistically to facilitate all obstacles facing stores by providing services
Warehousing Packaging Delivery to all parts of the Kingdom of Saudi Arabia",kedan,logistics@kedan.com.sa,https://www.kedan.sa/,+966115001260,5,0,Free App
SSL,1946,https://apps.zid.sa/en/application/1946,https://media.zid.store/apps/ad7f1af2-ae47-4d75-970b-45c5277be2b5.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"SSL provides logistic services for ecommerce market storage, delivery, and electronic connectivity for owners of electronic stores, our warehouse in Riyadh but serve all cities with a great value",SSL Team,info@ssl.sa,http://ssl.sa,+966570345345,5,0,Free App
M3aak Diymn,1947,https://apps.zid.sa/en/application/1947,https://media.zid.store/apps/317f617a-5271-48fc-9902-e0b6e1ccf2f3.png,Saudi Arabia,Shipping & Fulfilment,Free,Establishment M3AAK DIYMN we provides services for shipping parcels and products between stores and customers inside and outside cities with high quality and efficiency,M3aak Diymn,info@m3aak.sa,http://www.m3aak.sa/,+966530302278,5,0,Free App
Araba ksa,1968,https://apps.zid.sa/en/application/1968,https://media.zid.store/apps/35cdf922-32ed-4dae-962c-38f8d72d749c.png,Saudi Arabia,Shipping & Fulfilment,Free,Specialized in delivering local orders to the end customer with specialized transport vehicles and using the latest logistics technologies used globally.,Araba,Alqaissomh@arabaksa.co,https://www.araba-co.sa/ar,+966500031446,5,0,Free App
Flexe Express,1971,https://apps.zid.sa/en/application/1971,https://media.zid.store/apps/5678cbd8-3379-474e-85b2-8133baeb76a3.png,Saudi Arabia,Shipping & Fulfilment,Free,Flexe Express is a Saudi company specialized in providing advanced and integrated logistics solutions and services to all sectors of individuals and e-commerce.,flexe express,info@flexe.sa,http://www.flexe.sa,+966920033590,5,0,Free App
PopAutomate,1974,https://apps.zid.sa/en/application/1974,https://media.zid.store/apps/d592a67e-0248-492f-b30c-64002d64e69f.png,Saudi Arabia,Marketing,Paid; 40% discount,"PopAutomate: Automate and Schedule Product Changes for Your Zid Store
Manage an unlimited number of products effortlessly—schedule discounts, toggle visibility, and update categories automatically.

Automate everything: Discounts that start and end on their own, scheduled price changes, products that publish or unpublish themselves, and items that move in or out of ""Sale"" sections—all from one dashboard and applied to any number of products at once.

Why is PopAutomate your ultimate solutio",Grovlix,hiandrew@andrewazmi.com,https://popautomate.com,,5,2,From SAR 171.35 / 1 Month
WhatsApp Marketing,2005,https://apps.zid.sa/en/application/2005,https://media.zid.store/apps/0a4c8493-72c9-4926-9aff-01e9f6260406.png,Saudi Arabia,Marketing,Free; Trial,"BusinessChat Platform will allow you to:

**1** Use the broadcast feature to get an 80% open rate on your seasonal campaigns and special offers to all your customers on WhatsApp without getting banned. BusinessChat is an official WhatsApp partner.

**2** Automate cart abandonment recovery: Automatically send messages to customers who leave your e-commerce store without completing the checkout.

**3** Show special discounts to your new store visitors via popup messages and send them welcome",BusinessChat,support@businesschat.io,https://platform.businesschat.io/,,4,17,3 Day Free Trial
TYARA Express,2015,https://apps.zid.sa/en/application/2015,https://media.zid.store/apps/dad9610d-1815-425c-8c3d-9a6267ffddcc.png,Saudi Arabia,Shipping & Fulfilment,Free,"Tayara aims to understand each customer and then pivot its services around the requirements of each company, store or institution to provide high-quality efficiency to be one of the best logistics services that suit each customer",Fastcoo,support@tyara.sa,https://www.tyara.sa,+966505733383,5,0,Free App
RedBox,2016,https://apps.zid.sa/en/application/2016,https://media.zid.store/apps/a41dd01e-4ae3-4aef-863e-76afa818b996.jpg,Saudi Arabia,Shipping & Fulfilment,Free,RedBox provides smart parcel lockers services to customers in the Kingdom of Saudi Arabia. Customers can receive and return their packages through RedBox parcel lockers within hundreds of RedBox Points around the city.,RedBox Smart Lockers,support@redboxsa.com,https://redboxsa.com,+8001111960,5,0,Free App
TALABY,2045,https://apps.zid.sa/en/application/2045,https://media.zid.store/apps/43c92f44-55e9-45d6-a37f-2bd5a169a93b.jpg,Saudi Arabia,Shipping & Fulfilment,Free,TALABY acts as a link between the store  and the customer to deliver parcels  quickly at competitive prices,Mshari Sulaiman,Info@talaby.sa,https://talaby.sa/,+966503090708,5,0,Free App
Tabex,2052,https://apps.zid.sa/en/application/2052,https://media.zid.store/apps/b421e5d8-bdf1-4981-9381-78e424db8ebd.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Tapex is the company in business
We are proud of the economic zone of international organizations
That enabled us to provide our services to tens of thousands of companies
and individuals",tabex,tab@tabexksa.com,http://www.tabexksa.com,+966532809011,5,0,Free App
Tam2go,2059,https://apps.zid.sa/en/application/2059,https://media.zid.store/apps/953f6fe1-ee9d-400d-bd7c-0d779e0b580e.png,Saudi Arabia,Shipping & Fulfilment,Free,TAM is a full-service logistics company that empowers businesses to deliver their goods to customers across the city and around the world at maximum speed.,Dots,turki@tam2go.com,http://tam2go.com/,+966530610777,5,0,Free App
BETWEEN,2072,https://apps.zid.sa/en/application/2072,https://media.zid.store/apps/328ce8b1-0f29-45ae-840b-3a760b044932.png,Saudi Arabia,Shipping & Fulfilment,Free,Between is Specialised company provide you a complete logistic solution to manage your inventory,BETWEEN,Support@between.sa,https://www.between.sa/,+966555442089,5,0,Free App
Dispatch Fulfillment,2075,https://apps.zid.sa/en/application/2075,https://media.zid.store/apps/42d24df2-0d63-4c63-85a2-ddbeee1e0b65.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Integrated logistics solutions are available for E-commerce through specialized product management services. Besides sorting, receiving, and storing products, we also ensure their quality, safety, and deliver them with their own identity to the customers.",Dispatch Fulfillment,support@dispatchsa.com,https://dispatchsa.com/,+966553155577,5,0,Free App
PROLO,2083,https://apps.zid.sa/en/application/2083,https://media.zid.store/apps/501668c2-40ca-4251-8dd2-a71a43a5f2f8.jpg,Saudi Arabia,Shipping & Fulfilment,Free,Adwar is one of the active and expanding companies in the field of logistics services and transportation (dry- refrigerated). It was established in 2013 and was able in a short time to build a base of customers thanks to the distinguished service it provides it.,adwar,dinar@adwar.com.sa,https://prolo.sa/ar,+966580037303,5,0,Free App
Ejack,2095,https://apps.zid.sa/en/application/2095,https://media.zid.store/apps/f6fb6f7c-56e7-4fc5-adf6-206adac4fd33.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Ejack Logistics Services
All the logistical services you need in one place
We provide you with integrated services in the field of e-commerce, from receiving your shipments from China to... Track shipments to ensure they reach the required address safely",Ejack,info@eijack.com,https://eijack.com/,+966566180002,5,0,Free App
Sulinda logistics,2104,https://apps.zid.sa/en/application/2104,https://media.zid.store/apps/fe8a672e-27bd-4a26-8e6d-1a7d730b05c3.jpg,Saudi Arabia,Shipping & Fulfilment,Free,We offer you refrigerated delivery solutions and service that exceeds customer satisfaction through the best professional drivers,Fastcoo,sulinda.logistic@sulinda.com.ua,https://sulindastore.com/,966582073384⁩,5,0,Free App
Yamamah Express,2105,https://apps.zid.sa/en/application/2105,https://media.zid.store/apps/276fd64b-e1bf-4d42-b903-f6c049b5a5cb.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Yamamah Express is specialized in transportation, logistics, and innovative solutions for efficient business acceleration.
(B2B) shipping service
Warehousing and shipment, Fulfillment
Minimum 10 shipments for pickup
Maximum 400 SAR compensation for loss or damage",Yamama Express,it@yamamahexpress.com,https://yamamahexpress.com/,+966502121023,5,0,Free App
